,text,time
0, @Hari Haran  open ah maanga kotaai nu sollu bro.,1 year ago
0, @Aravind  dei dravida kai kooli tamil ina dhrogi,1 year ago
0,கடவுள் கலைஞர்,1 year ago
0, @muni rathinam  apo mgr. Jayalitha amma. Kamarajar lam?,1 year ago
0, @K T T P  mgr thanda kalla ponadatti vachurutha jayalaithava,10 months ago
0, @TN E-BULL JET  loosa nee eppadi kamarajarkku pogum kaliner tha,10 months ago
0, @muni rathinam  கருணாநிதி செந்தாமரை பொண்டாட்டிய ஆட்டைய போட்டத மறந்திட்டியாடா 200 ஊபி,10 months ago
0, @K T T P  nee unoda familya oluga pathuko aprem mathavagala pathi peasulam ok,10 months ago
0, @K T T P  simply waste poda dae,10 months ago
0,"1953 ல MGR கட்சியில் சேர்ந்தாரு, Dmk 1967 ல தான் ஆட்சியை பிடித்தது",1 year ago
0, @Navalan A  1958 Nadodi mannan movie ku piragu Mgr famous aaguraaru,1 year ago
0, @Arun Bindaas  பிறகு ஏன் 1962 தேர்தலில் பேரறிஞர் அண்ணா தோற்று போனாரு...,1 year ago
0, @Navalan A   first term la kamarajar nallathu pannaru....innonu medai la Anna en vazhikaatti...kamarajar en thalaivar nu MGR olarittaaru.....Atha appave karuna issue aakkinaan,1 year ago
0,"Loose mgr yee dmk va vitu thoorathi   
Than cm annar",11 months ago
0,😂😂😂,1 year ago
0, @Tom Michael  athan arasiyal athigaaram,1 year ago
0, @Prem Kumar  got released during BJP's rule. Andha arasiyal adhigaratha use panni avanga prove pannirukalame. En pannala? 2g case pota Vinod Rai en press a meet panna ok solla matukaru? A.Raja vinod rai kuda live debate ku ready a irukaru. Thappu panna andha dhairiyam Varuma?,1 year ago (edited)
0, @Ezhilarasu Mathusoodana Perumal  eama thaiya nan eanga appa ealla Karnataka pirandhan annual nagal Kannada illa tamiln tha daksna moorthi sary Karunanidhi appa oru Andhra Pradesh madam nalla paruga nega Tamil nattula vandhava ponavala CM aguga naga iga oru councilr kuda aga vidamataga nandri,1 year ago
0, @Ezhilarasu Mathusoodana Perumal  nenga Tamil Telugu solluga tamiln yarunu tamilnuku tharyum,1 year ago
0,Criminal Mu.Ka.,2 years ago
0,இவன் தமிழின துரோகி,2 years ago
0,முழுத் திருட்டுப் பய  அவனும் சரித்திரத்தில இடம்  பிடித்து விட்டான்   அதற்க்கு நானும் ஒரு வகையில் உடந்தையாக இருந்து விட்டேன்  இன்று அந்த தவறை உணர்கிறேன்,2 years ago
0,கோவில் சொத்துகளையும் பொது சொத்துகளையும் ஆட்டைய போட பிறந்த எங்கள் ஊழல் இன தலைவன் வாழ்க.,2 years ago
0,தலைவர் தலைவர்தான்,2 years ago
0,கட்டுமரம் கபோதி ஆன கதை,2 years ago
0,கருணாநிதியின் மறுபக்கம் தமிழின துரோகி,2 years ago
0,Ni mudu,2 years ago
0,❤❤,2 years ago
0,"உண்மை,தமிழக வளர்ச்சி கருணாநிதி",2 years ago
0,தூ,2 years ago
0,Sirandha ezhuthaalar. Unmai,2 years ago
0,Jathi olikuren nu soli tha vote vangunaru,2 years ago
0,Tamilan nu soli yamathi Anga,2 years ago
0,Dhravidam na Tamil Nadu illa,2 years ago
0,கருணாநிதி அளவிற்கு ஸ்டாலின் அரசியல் ஞானம் இல்லை,2 years ago
0,Kumar Vignesh,2 years ago
0,Ne oru ampalaya irunthal me sonnatha nirubithu kattuda,1 year ago
0, @Vinoth Saran  dei biriyanike boxing pottavanga neenga  neeye poi kandu piduchika da,1 year ago
0,ne mududa padu,2 years ago
0, @Antony arun  upis kadharals,1 year ago
0,Tamilnadu irunda kadhai😁😁,1 year ago
0,Yenna drogam pannare,2 years ago
0, @Alex Alex  bro avar tamilan kidaiyathunu solranga unmaiya?,1 year ago
0, @anu laxmi  yes avar thelungu naidu,1 year ago
0,😆😆😆😆😆👎👎👎🤮,1 year ago
0, @Makkal thilagam Mgr  உண்மைகளை கண்டு சிரிப்பீரா,1 year ago
0,ஆமா இவரு Archaeology & History ல Ph.D படிச்ச மாதிரி பேசாதிங்கடா 🤣🤣🤣,1 year ago
0, @Navalan A  nee padicha Mari peisatha,1 year ago
0, @Prithiviraj peiriyalagan  சார் என்ன JNU ல படிச்சீங்களா.. சீமான் சொல்றத எல்லாம் இங்க தூக்கிட்டு வராதீங்க 🙏🙏,1 year ago
0, @Navalan A  dravidam unnaku yeppo da tamil aachu😂😂😂😂,1 year ago
0,"Ha ha ha 
Bro in 2021",11 months ago
0,KARUNANIDHI ORU  PAKKA THIRUTAN,2 years ago
0,திருட்டு திராவிடன் கருணாநிதி,2 years ago
0,சாணக்கியன் கருணாநிதி,2 years ago
0,Ivar poranthappovea nanum poranthiruntha innaiku en fmlyum innaiku innaiku periya kodishavarana akiruppen,2 years ago
0,Sri sri 🇱🇰 ලංකාණ්ඩුක්‍රම sri 🇱🇰 ලංකාණ්ඩුක්‍රම sri 🇱🇰 ලංකාණ්ඩුක්‍රම sri 🇱🇰 ලංකාණ්ඩුක්‍රම sri 🇱🇰 ලංකාණ්ඩුක්‍රම .ooty coonoor tamli නෑවුණා .sri lankan .2021????????1996.10,2 years ago
0,Pasalr,2 years ago
0,கறுநாநிதி கறு நாகம்,2 years ago
0,திருட்டு திமுக காங்கிரஸ்,2 years ago
0,தமிழினத்தின் மிக பெரிய போராளி...,2 years ago
0,"News 7 ஒன்னுத்துக்கும் உதவாத கலைஞர் முதலமைச்சர் ஆனது போறீங்க.. அய்யா நல்லக்கண்ணு, கக்கன் என் வாழ்க்கை வரலாறு போடுங்கடா அப்பதான் உங்களுக்கு புண்ணியமா போகும் அதை விட்டுட்டு மம்தா பானர்ஜி தமிழ்நாட்டுக்கு தேவ இல்லாதவன் வரலாறும் போறீங்க சிகரம் அய்யா நல்லகண்ணு வரலாறு பதிவு செய்தால் நல்லா இருக்கும்...",2 years ago
0,தமிழர்களை அழிக்க வந்தவன்.,1 year ago
0, @kanna dhasan  100% உண்மை,2 months ago
0,தமிழ்நாட்டை அமாவாசை ஆக்கிய அமாவாசை மு.கருணாநிதி.,2 months ago
0,Kalaingar is telugu,3 years ago
0,Thirutu payan,3 years ago
0,Karunaanudhi Mela evolo vimarsangal vanthuruku...apo avolokulla avaru Tamilnadu politics kadaisi varaikum king ah irunthurukaaru,3 years ago
0,இது திருட்டு திராவிடர் கதை....,3 years ago
0,"Deavediya payalugala
Ithu kathai endralla
Ungootha 
Ramayanam
Kamparamayanam
Unmaiyaa poota paadugalaa
Deavediya payalugalaa
Kaasukuga pee thingum panikalla",3 years ago
0,தந்திர நரி கருணாநிதி,3 years ago
0,"GILLIONER DMK Party Leader STALIN TELUGU Karunanithi Telugu Kanimozhi Telugu Radaravi Telugu each of them GILLIONER GILLIONER but dress like poor to cheat people

Periyar is not CM, part of any Government Post but Periyar, Anna, Karunanithi MKSTALIN are BIG CELEBRITIES in Tamilnadu because 
Periyar Karnataka, 
Anna Telugu, 
Karunanithi Telugu, Radaravi Telugu, 
MKSTALIN Telugu, Kanimozhi Telugu and 
MGR malayallam 

there is WAR between malayallam MGR vs TELUGU Karunanithi due to that TELUGU Radaravi of Karunanithi DMK Party shoot MGR and finally TELUGU Karunanithi won TELUGU MKSTALIN Win
LTTE Prabakaran also Telugu ASSASSINATE Rajiv Gandhi but very bad name to Tamil people and finally Karunanithi murasolimaran got India after Rajiv Gandhi ASSASSINATED

In Film Industry Hero, MLA, MP, Govt JOB, Main Medical seat in Tamilnadu to TELUGU people only because MKSTALIN is TELUGU",3 years ago
0,இவரு ஒரு தமிழ் நாட்டிற்கு தலை வலி,3 years ago
0,"போய் சாவுடா ,நான்கல் கருணாநிதி வழி செல்வொம், vazhika கருணாநிதி,mellom saavu vilum,,,",3 years ago
0,கலைஞர் முதல்வரானது முதல் தமிழகம் நசாமாய் போனது.  அப்போது பெரும் தலைவர் காமராஜ் அவர்களை இழந்து விட்டோம். இது நாடு அறிந்த உண்மை. திருட்டு திராவிடம்.திருட்டு கம்யூனிஸ்டுகள்.,3 years ago
0,"176,000,000,000........   Kodi spectrum dravidar munnetra kazagam vaazga vaazga vae",3 years ago
0,த்தூ,3 years ago
0,"Froud paya kamarajaer, kakkan, jeevanatham, Abdulkalam evnga kal thusu kuda samo illa Eva froud paya orela vepati Thu prombokku",3 years ago (edited)
0,நீதி அரசர் சர்க்காரியாவிடம் பட்டம் பெற்றவர்,3 years ago
0,"Very strong Person in India
 இனி எவர்ராழும் நிரப்ப முடியாத ஒரு தணிதன்மை உடைய இடத்தை அவர் மட்டும் நிரப்பிவிட்டு சொன்றுவிட்டார்",3 years ago
0,4699,1 year ago
0,Poda poolu,2 years ago
0,King எல்லாம் ஒண்ணும் கிடையாது மொத்த தமிழ்நாடும் ஜாதி வெறி ஆ மாத்தி use pannikita அவ்வளவு தான்,1 year ago
0,"We develop because of kalvi thanthai kamarajar not because of father of corruption and father of liquor, Mr Karunanidhi.... So do you support DMK for Biryani and quarter.. Avana nee... Ungala Mari alungalala thanda Tamilnadu innum munnerala",1 year ago
0, @Sahana Dhruv Bhagath  aama bro ivanunga la puriyama irukanga,8 months ago
0,குன்ஹா தீர்ப்பு,1 year ago
0,😂😂😂😂,1 year ago
0,மு.கருணாநிதி என்றஅமாவாசை யால் மட்டுமே அமாவாசை ஆக்க முடியும்.,2 months ago
0,மாட்டிக்கொள்ளாமல் ஊழல் செய்வது எப்படி .. கட்டுமரத்திடம் கற்றுக்கொள்ளுங்கள்,3 years ago
0,விச விச விசம்ம்ம்.....,3 years ago
0,இவனுக்கு படம் ஒரு கேடா,3 years ago
0,ஒப்பற்ற ஊழல் இன தலைவன். இறந்த பின்பும் திருட்டுதனம் செய்து மெரினாவில் இடம் பெற்றவர்.(டிராபிக் ராமசாமி கேஸ் வாபஸ் விவகாரம்),3 years ago
0,வட மாவட்டத்தில் யாதவர் களை பழிவாங்கிய திமுக,3 years ago
0,இந்தியா வில் யாதவர் வளர்ச்சி அதிகம் ஆனால் தமிழ்நாட்டில் மட்டுமே யாதவர் களின் வளர்ச்சி அடையாமல் பார்த்து கொண்ட தலைவர்,3 years ago
0,"Enakku alla.
Enathu thanthaikku
Pakuththarivu iyakkam apin oodiua pothaiyaka irunthirukkalam.
Nan muttaka aladchchiyam
Seiuyya kudumpa varumai than karanamanathu.
Onkal moththap puththkamum theeyidduk koluyhthiyavan nan.
Oru sol koodap padiththathillai.
*******************
Bigboos thodarpalil
Vayothipa kakllaththilum
Karunanitjiyin midukku enakkum
Pidiththathu.
*******************
Anal thesa nilayil innum karunanithiyai
Samookam eatkavillai.
*********************
Inkellam arivup puramnilaiyil nadanthathenpathu enakkum theriyum.
******************
Eanenral enakkum athu nadanthathu.
******************
Intha idaththil neenda vivathathaththinpin
Karunanithiyin tharkaviyal enalkakavum
Niyayayam koriyathu.
*********************
12.12.2018Ithan
Nan karunanithiyai
Eattuk konden.
*******************
Anthak konchchak kalaththil,
Karunanithiyin
Aalmanayhthaik kooda ennal unara mudinthathu.
Ennaip pol oruvanaka.
-ithuthan Karunanithi
Kappiyaththil enathu vakipakam-
ithatkul nreyum vanthai en padditkulle",3 years ago
0,"En makal
Ennai vellal
Chokam sollu,
Aval vanthu
On thayavil
Enru sollu
Karumanithi kappiyam 2019-2029",3 years ago
0,Hi Shankar Kumar Chennai cinema director of the karannidhi chief minister of karannidhi,3 years ago
0,Thirudan,3 years ago
0,"எம்ஜிஆர் காலில் விழுந்து முதல்வர் ஆனார் கருணாநிதி அவரின் திருட்டு முகத்தை தமிழ் மக்கள் மறக்கவே மாட்டார்கள் எம்ஜிஆர் நேரடியாக அரசியலுக்கு வந்ததும் கருணாநிதியை மக்கள் புறக்கணித்தனர் அன்று முதல் கருணாநிதியால் மீண்டும் ஆட்சிக்கு வரவே முடியாமல் போனது. எம்ஜிஆர் மறைந்ததும், 1989அதிமுக இரு அணியாக பிரிந்த சமயம் அந்த வைப்பில் முதல்வர் ஆனார். 

ஆனாலும் ஒன்றரை ஆண்டுக்குள் ஆட்சி கலைக்க பட்டது. பின் 1991 ஜெயலலிதாவிடம் தோற்றார். 1996ல் ரஜினி தயவால் மீண்டும் முதல்வர் ஆனார். ஆனால் அதற்கு அடுத்த 2001 தேர்தலில் ரஜினி ஆதரவு கிடைக்காததால் கருணாநிதி திமுக தோல்வி அடைந்தது. பின் 2006 விஜயகாந்த் தனி கட்சி துவங்கி ஓட்டை பிரித்தால் மஜுரிட்டி இல்லாத அரசவை அமைத்தார் . 
அதன் பின் சாகும் வரை கருணாநிதியால் முதல்வர் அகா முடியவில்லை.

முதலில் எம்ஜிஆர் உதவி 
பின் அதிமுக பிரிவு 
பின் ரஜினி உதவி 
அதன் பின் விஜயகாந்த் வரவு
 போன்ற காரணங்களால் மட்டுமே கருணாதி முதல்வர் அகா முடிந்தது. என்றுமே மக்கள் அவரை ஆதரித்ததில்லை சூழ்நிலையை பயன்படுத்தி முதல்வர் ஆனது கருணாநிதியின் அதிர்ஷ்டமே",3 years ago
0,எம்ஜியார் இல்லையான திமுக வெற்றிபெற்று இருக்காது,3 years ago
0,2016 elections la dmk cm candidate nu yaarum official aa announce panala,3 years ago
0,தவறான பதிவு. எம்ஜிஆர் அவர்கள் தனது சத்யா படப்பிடிப்பு நிலையத்தில் திமுக சட்டமன்ற உறுப்பிர்கள் கூட்டத்தை கூட்டி தனது நண்பர் கலைஞர் அவர்களுக்கு ஆதரவு திரட்டி முதல்வராக்கினார்.,3 years ago (edited)
0,இப்படி பேசிபேசியே நாட்டையும் வீட்டையும் கெடுத்தனர்,3 years ago
0,"கருணாநிதியும் சொன்னானன்று
வெழுத்தது பாலிலை
யெண்றேதான்",3 years ago
0,Elav,2 years ago
0, @Mariyappan Mariyappan 79,1 year ago
0,ஆமா ஊழல் வழக்கில் தண்டனை பெற்ற ஜெயலலிதா உங்களுக்கு Iron Lady 😂😂😂... இது வரை ஊழல் வழக்குக்காக ஒரு FIR கூட கலைஞர் மீது இல்ல அவரு உங்களுக்கு ஊழல்வாதியா,1 year ago
0, @Navalan A  FIR aa? Committee ee iruku Boss,1 year ago
0," @Bala Murugan  Sarkaria committee ஓட result என்ன ஊழல் நடந்த மாதிரியும் இருக்கு, ஊழல் நடக்காத மாதிரியும் இருக்கு 🤣அவ்ளோ தான் அந்த report.... எதுக்கு வேண்டுமானாலும் comittee போடலாம் but அதோட end result என்னாச்சு...",1 year ago
0," @Navalan A  Result aa ? , கூட்டணி (கூட்டி) கொடுத்து ஒரே மூடா மூடிட்டாங்க Boss",1 year ago
0,"""நேருவின் மகளே வருக நிலையான ஆட்சி தருக"" இந்த சுலோகம் னா முரட்டு உபிக்கு புரியாது நண்பரே",1 year ago
0, @Bala Murugan  1980 slogan adhu,1 year ago
0, @Navalan A   ஆம் சர்க்காரியா கமிஷனை இந்திரா கூட்டணிக்காக ரத்து செய்தவுடன் தன் உண்மையான நிறத்தை காட்டிவிட்டார் போலும்,1 year ago
0,ஆமா உங்களுக்கு ஒரு அமைச்சர் பதவி கூட 2016 இல் ஜெயலலிதா கொடுக்கல 🤣🤣🤣,1 year ago
0,Poda,11 months ago
0, @Arun Bindaas   vt5 vtt.  Vtt,1 year ago
0,Vv t5t,1 year ago
0,Ttvv5,1 year ago
0,Vt5t,1 year ago
0, @Gowthaman R  nj,1 year ago
0,மிகவும் சரி,1 year ago
0,SS R அவர் தெரிவித்த விபரங்கள் வேறு மாதிரியானவை. ஆரம்பத்தில் கருணாநிதி அவர்கள் முதல்வராக ss R கடுமையான ஆட்சேபனை செய்தார். அவர் (ss R) ஆதரவு mடA களை மறைத்து தானும் மறைந்து போயிருந்த .ேநரத்தில் MGR அவரை கண்டுபிடித்து உறுதி கொடுத்து பின்னரே கலைஞரால் முதல்வராக முடிந்ததாக திருSS Rஒரு பேட்டியில் சொல்லி கேள்வி பட்டிருக்கிறோம்..,1 year ago
0,உண்மை,1 year ago
0,உண்மை,1 year ago
0, @Gowthaman R  sss dmk fradu news7 avga kai cooli,3 months ago
0,சிறந்த தலைவர்  காமராஜர்,3 years ago
0,🔥🔥🔥🔥🔥,3 years ago
0,THAMILANA THUREHI,3 years ago
0,கருணாநிதி தமிழன் இல்லை  திராவிடம் தமிழர்களுக்கு எதிரானவை,3 years ago
0,"Tamilnatu best leaders kamarajar and karunanithi ச மூ க  நீ தி,கி ரா ம பு ர  மற்றும் நகர்ப்புற வ ள  ர் ச் சி, பட்டினி இல்லா தமிழகம்,இடஒதிக்கீடு,ஏழை எழி  யோர் கல்விவளர்ச்சி,  அனைத்து    ஜாதியினரும் அர்ச்சர்கர் ஆகலாம்,  சமத்துவபுரம் இன்னும் என்னற்ற",3 years ago
0,"மிக சாதாரண நபராக இருந்து ஒரு சிறுவன் 70 வருடகால அரசியல் வாழ்க்கை , தனி தோல்வி இல்லாத நபராக பல சாதனை படைத்த மிகத்தான் தலைவர் . இவரை நன்கு அறிந்தது அவரின் இறப்புக்கு பின் தான் .",3 years ago
0,Intha program epo telecast pannuvaanga,3 years ago
0,kalaignar valga,3 years ago
0,3 pondati 30 pillagal 300 perapilla kankil vandhadu ! 400 +300 kankil varathavi,3 years ago
0,"தெலுங்கு நாய் அவன் ஞாபகம் இருக்கா
ஆந்திராவில் 20 அப்பாவி தமிழர்களை சுட்டுக் கொன்றார்கள் இந்த நாய் எதனா கேட்டானா காரணம் தெலுங்கு நாய் அவன்.",3 years ago
0,Katumaram sotta koli kurudan,3 years ago
0,King kalaignar,3 years ago
0,Kalaignar mattumay tamilnattin nalla thalaivar....,3 years ago
0,Kamraj.oumparu.,2 years ago
0,Mano Haasan,3 years ago
0,Dai poda looseu,3 years ago
0,Zubair Ali mohamed Kassim h,2 years ago
0,வேறு எப்படி இருக்க வேண்டும் என்ன மாறிருக்க வேண்டும்,1 year ago
0, @Aravind  Singapore pola irukkanum,1 year ago
0,Jesus safeguard me aam yesu kristhuvin marupiravi,3 years ago
0, @Praveen Kumar  ennada soeldra 🤔🤔,11 months ago
0,kalaignar,3 years ago
0,அரசியலுக்கு வரும் முன்பு திமுக சொத்து மதிப்பு எவ்வளவு சொல்லுங்க பாப்போம். தற்போது சொத்து மதிப்பு எவ்வளவு சொல்லுங்க பாப்போம்.  தமிழனின் அடையாளத்தை அழித்து தமிழகத்தை கொள்ளையடிக்க வந்த திருட்டு கும்பல் தான் திராவிடம்,3 years ago
0,காங்கிரஸ் செய்த மிக மிக பெரிய தவறு மொழி திணிப்பு.... தென் இந்தியாவில் மிகப்பெரிய பின்னடைவு!!...,3 years ago
0,துரோகத்தின் மொத்த உருவம்,3 years ago
0,Nambikkai thoragathin moolam muthal varana sagooni,3 years ago
0,Police ah anna thandhaaru nu first sollitu last la tharalanu soldringa confusion aaitinga pola,3 years ago
0,Great leader...Mu.karunanidhi,3 years ago
0,"காமராஜர் தோற்கடித்ததன்
பலனை அனுபவிக்கிறோம்",3 years ago
0,"200 ரூபாய் முதலீட்டில்
Part Time Jobs

உங்கள் வேலை விட தேவையில்லை

நீங்கள் இருக்கும் இடத்தில் இருந்து வேலை செய்து தினமும் 500 முதல் 3000 வரை
சம்பாதிக்க முடியும்
மேலும் தகவலுக்கு
Santhosh
9788160195",3 years ago
0,Thiravidam enkinda sol mattumai araciyalil ketkavendum,3 years ago
0,😡😡😡😡😡😡😡😡,3 years ago
0,RIP ayya,3 years ago
0,கருணாநிதி மோசகாரன்,3 years ago
0,kallan,3 years ago
0,Reason is Rajaji,1 year ago
0,அதனால் நஷ்டம் தமிழகத்துக்கே!,1 year ago
0," @ஞானபுதையல்#Gnanaputhaiyal  Up ,Bihar,Rajasthan,gujarat and jharkhand hindi than still kevalamana States Hindu Kena",1 year ago
0," @ஞானபுதையல்#Gnanaputhaiyal  இந்தி தெரிந்த, ஏற்றுக்கொண்ட   மாநிலங்களின் வளர்ச்சி ஒப்பிட்டு பார்த்தால் தெரியும் உங்கள் கருத்தின் தோல்வியை....",1 year ago
0, @Itz Prashanth  ek,1 year ago
0,"தொண்டர்கள் பிழைக்க வழி செய்யாதது தான் காரணம்!
தி.மு.க.தொண்டர்கள் நிழல் போலீஸ் ஸ்டேஷன் நடத்தி பிழைக்க வழி செய்தது!
அதனால் நன்றியுடன் இன்று வரை கொத்தடிமைகளாக உள்ளனர்!",1 year ago
0,Karla Varmani kalai,1 year ago
0,கருணாநிதி தான்,1 year ago
0,Aataya podurathula thana😂😂😂,1 year ago
0,sabari nathan,3 years ago
0,sabari nathan,3 years ago
0,Prakash Prakash அய்யா வரலாறு தெரியுமா,3 years ago
0, @Abraham Alfones  theriyum da oasi soru,1 year ago
0,"கடைசி தலையும் காணாமல் போனது 
மரணமே உன்னை மரணிக்க வைப்பேன்....
காத்திரு",3 years ago
0,Vandarai vazhavaikkum Tamizhagam Hence Telugu Karunanidhi could make it big.,3 years ago
0,கண்ணீர் அஞ்சலி செலுத்துகிறேன் ஐயாவுக்கு,3 years ago
0,velekkennaihaaa neee Thamizhargal vizhithu kondanar.....:-),3 years ago
0,Fraud கருணாநிதி,3 years ago
0,Pothum sir neengalu unga family saptathu....we need correct person .. pls stop to support those guys..,3 years ago
0,So mgr didn’t approve karunanithi,3 years ago
0,Karunanidi mudalvar aanna kathai Alla thirudan aana Kathi ennru sollaum😀😁😀😀😁😀😀😁😁,3 years ago
0,கலைஞர்,3 years ago
0,KARI NAI NITHI MANUSANANA KATHAI IRUNTHA SOLLUNGA BRO,3 years ago
0,"Mgr
Hos",1 year ago
0,Daai ini un channel aa pakkave maatan da,1 year ago
0,Iru da unsubscribe panitu varan un channel a.,1 year ago
0," @Karthik Raja  
W


Pp",1 year ago
0, @Abirami Narayanan  .,1 year ago
0, @Karthik Raja  ஒருவர் unsubscribe பன்னா ஆயிரம் உடன்பிறப்புகள் subscribe செய்வோம்,1 year ago
0,திருட்டு ரயில் ஏறிவந்தவனே ஊர்முழுவதும் கள்ளபொண்டாட்டி வைத்தவனே அந்த கள்ளபொண்டட்டிபெயரை தெருவுக்கு வைத்தவனே கனிமொழியை கள்ள ஓழில் பெத்தவனே குஷ்புவுடன் கள்ள ஓழ் ஓத்தவனே,10 months ago
0,Poda ungoiyavukku,2 years ago
0," @puduvai  a




Vz.  .ஷஷஜளமாஇமமௌஓஔ.   .,,,l",1 year ago
0,😂😂,1 year ago
0,Sema thalaiva,3 years ago
0,"Kalaigar enaku pidikkathu
Irunthalum pray pandren",3 years ago
0,ஏன்டா தயோலி இவன புகளர நான் எந்த கட்சியும் இல்லை இவனுக்கு இது தேவையாடா எட்டு வலி சாலைய மறந்துட்டீங்களேடா தேவிடியாவுக்கு பொறந்த ஊடக நய்களே அது என்னடா ஆச்சு இவனொன்னும் நமக்கு சுதந்திரம் வாங்கி கொடுத்த தலைவன் இல்லை இந்தியாவை சுரன்டியவன் நாங்க ஏன்டா நாடு இரத்திரியில் சூடுகாட்டுக்கு போகனம்...,3 years ago
0,"ஆனாலும்
எந்த தலைவனுக்கும்
இல்லாத எதிர்மறையான
விமர்சனங்கள் கலைஞருக்கு
மட்டும் எப்படி வந்தது.?",3 years ago
0,Tamil nadai pudicha sanyan tholanchthu,3 years ago
0,வாழ்க கலைஞர்,3 years ago
0,"தமிழ் நாட்டில் ஆளும் கட்சி தெலுங்கு திராவிட கட்சிகள் அதனால் நாம் எதுவும் பேசா முடியாமலும், நமது உரிமைக்கு போராடினால் சுட்டுத்தல்ரான்.
ஆந்திர மாநிலத்தில் ஆளும் கட்சி தெலுங்கு தேசம் கட்சி அதனால் அப்பாவி தமிழ் மக்களை செம்மரம் கடத்துரானு சுட்டுத்தல்ரான்.
கர்நாடக மாநிலத்தில் ஆளும் கட்சியில் தெலுங்கன் இருக்கின்றான் ஆகவே‌ தமிழ் நாட்டிற்கு காவிரி நீரை வழங்காமல் விவசாயி உயிரை காவு வாங்குகிரான்.
கேரள மாநிலத்தில் உம்மன்சாண்டி க்கு முன்னர் ஆண்டது தெலுங்கு திராவிட வடுகன் தான் அதனால் தமிழனை திருடன் என்று அடித்தான்.
இலங்கை அரசாங்கம் கூட தெலுங்கு வடுகர்கள் தான் ஆட்சி புரிகின்றன, அவர்களே தமிழின படுகொலை செய்தனர்.

இவ்வுலகல் எப்பொழுதும்
தமிழனை அடிப்பது தெலுங்கன் மட்டுமே.

அனைத்து பகுதிகளிலும் ஆள்வது தெலுங்கு திராவிட கட்சிகள்
அப்புறம் எப்படி தமிழரை வாழ விடுவானுக",3 years ago
0,ரொம்ப நாள இந்த விக்கட்டு மட்டும் விழமாட்டேங்குது 🤔,3 years ago
0,karunanithi avar oru varalaru,3 years ago
0,"செய்த பாவங்களுக்கு எண்ணில் அடங்கா துன்பங்களை அனுபவிக்க வேண்டிய  ஈன பிறவி . என்னிக்கு தான் சாவானோ ! 
நீ சாவுர நாள்   தமிழகத்திற்கு இரண்டாம் தீபாவளி டா நாயே.",3 years ago
0,thalaivara thappa pesuna veramathuri nadakum ok valga thalaivar,3 years ago
0,"Lait, Driving and Mobil Crane LiEBHERR LTM 1070-opritair T,A, ABDUL JALEEL SHAFI KETTNAEH cont,s, company JEDDHA RABEk Saudi Arabia ksa cell phone number,0595870924",3 years ago
0,"Dr,Karna needed walkha D,M,K, sun mukastalien supar good Aatjje nalam",3 years ago
0,"திருக்குவழயின்""திருடன்""கருணாநீதீ",3 years ago
0,அருமை நன்றி நீயூஸ் 7,3 years ago
0,தமிழின சாபம்..  இவன்..,3 years ago
0,ஏனெனில் யாரும் இவரைப்போல குடும்ப அரசியல் மற்றும் ஊழல் செய்ய வில்லை,1 year ago
0,Rishi Dhev ne saaavu na vandu kondadru...,3 years ago
0,Nee savura naal...oru pundayu Ila ne irdnha ena setha ena,3 years ago
0,"We develop because of kalvi thanthai kamarajar not because of father of corruption and father of liquor, Mr Karunanidhi.... So do you support DMK for Biryani and quarter.. Avana nee... Ungala Mari alungalala thanda Tamilnadu innum munnerala",1 year ago
0,First olunga tamil la yezhudu po,2 years ago
0,திருட்டு ரயில் ஏறிவந்தவனே ஊர்முழுவதும் கள்ளபொண்டாட்டி வைத்தவனே அந்த கள்ளபொண்டட்டிபெயரை தெருவுக்கு வைத்தவனே கனிமொழியை கள்ள ஓழில் பெத்தவனே குஷ்புவுடன் கள்ள ஓழ் ஓத்தவனே,10 months ago
0,Omma pundaiya devidiya magane evar illai endral sudhira sadhi naikaluku arusu pathavi kidaikumada arya vappadi magane,2 years ago
0, @Kdr Kdr  oalu,1 year ago
0,Thirukamunatti,3 years ago
0,"நியூஸ் 7 ம், தந்தி டிவி போல் ஒரு திமுக சொம்பு தூக்கி! எப்படி kk முதலவர் ஆனார் னு எல்லார்க்கும் தெரியும். இப்படி ஆக வில்லை என்றும் எல்லாருக்கும் தெரியும்.",3 years ago
0,Tamilnathin vidi velli Kalaignar.,3 years ago
0,Thalaivar Dr. Kalainger..........you are the evergreen.....Diravida thalaivar,3 years ago
0,"Intha panpeei porantha intha punniya boomi Tamil Nadu pavam panirukku 
Athan Intha thevdiya paiyen nateye nasam panitan basted",3 years ago
0,சர,3 years ago
0,"அன்பில் தர்மலிங்க தேவர்.
மிகப்பெரிய பாரம்பரியமிக்க விவசாய பணக்காரர்.
அவருக்கு பல வேலைகளை செய்தே.
கருணாநிதி இந்த அளவுக்கு வந்தார்.",3 years ago
0,"கோர்ட் போடுவது ஆட்டம்போட்டது கருணாநிதி தான்.
நடமாடும் பல்கலைக்கழகமடா நெடுஞ்செழியன்.
இந்த கயவன் ஒரு குப்பைத்தொட்டி.",3 years ago
0,நாடு நாசமாய் போக ஆரம்பமான நாள் கருணாநிதி ஆட்சிக்கு வந்த நாள்.,3 years ago
0,கருணாநிதி பல திருட்டுத்தனங்கள் செய்தே முதல்வரானார்.,3 years ago
